project,category,file_name,extension,relative_path,full_path,size_bytes,modified,matched_by,discipline,pages_or_sheets,extract_status,text_chars,keywords,summary,risks
2025,03-图纸资料,05-7#室内田径馆-系统2装饰格栅系统节点图7#JD-201~206_2.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05-7#室内田径馆-系统2装饰格栅系统节点图7#JD-201~206_2.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-7#室内田径馆-系统2装饰格栅系统节点图7#JD-201~206_2.dwg,1144532,2025-02-19 16:20:24,directory,未判定,,metadata-only,25,节点、图纸,CAD文件; 头部指纹: 594cd40b3065,dwg_only
2025,03-图纸资料,05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02.dwg,376396,2025-02-19 16:18:43,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: df1046662dc8,dwg_only
2025,03-图纸资料,05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02.pdf,.pdf,2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02.pdf,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02.pdf,268371,2025-11-26 17:15:36,directory,未判定,,metadata-only: PyMuPDF unavailable,0,图纸,05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02,missing_text
2025,03-图纸资料,05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02_1.dwg,376396,2025-02-19 16:18:44,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: df1046662dc8,dwg_only
2025,03-图纸资料,05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02_2.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02_2.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-幕墙埋件加工图8#MJ-01~02_2.dwg,376396,2025-02-19 16:18:44,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: df1046662dc8,dwg_only
2025,03-图纸资料,05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212.dwg,1743563,2025-02-19 16:18:47,directory,未判定,,metadata-only,25,节点、图纸,CAD文件; 头部指纹: 6d6b70cc3d2b,dwg_only
2025,03-图纸资料,05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212.pdf,.pdf,2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212.pdf,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212.pdf,2488582,2025-11-26 17:15:44,directory,未判定,,metadata-only: PyMuPDF unavailable,0,节点、图纸,05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212,missing_text
2025,03-图纸资料,05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212_1.dwg,1743563,2025-02-19 16:18:48,directory,未判定,,metadata-only,25,节点、图纸,CAD文件; 头部指纹: 6d6b70cc3d2b,dwg_only
2025,03-图纸资料,05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212_2.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212_2.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05-8#室内运动馆-系统2铝板幕墙系统节点图8#JD-201~212_2.dwg,1743563,2025-02-19 16:18:48,directory,未判定,,metadata-only,25,节点、图纸,CAD文件; 头部指纹: 6d6b70cc3d2b,dwg_only
2025,03-图纸资料,05.司令台柱配筋图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.司令台柱配筋图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.司令台柱配筋图.dwg,561161,2025-03-10 10:08:48,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: ddee410f98eb,dwg_only
2025,03-图纸资料,05.司令台柱配筋图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.司令台柱配筋图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.司令台柱配筋图_1.dwg,561161,2025-03-10 10:08:48,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: ddee410f98eb,dwg_only
2025,03-图纸资料,05.教辅教学楼隔震支座布置图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.教辅教学楼隔震支座布置图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.教辅教学楼隔震支座布置图.dwg,963004,2025-03-06 10:44:53,directory,路线/总图,,metadata-only,25,布置图、图纸,CAD文件; 头部指纹: 9d0863f61dde,dwg_only
2025,03-图纸资料,05.教辅教学楼隔震支座布置图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.教辅教学楼隔震支座布置图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.教辅教学楼隔震支座布置图_1.dwg,963004,2025-03-06 10:44:54,directory,路线/总图,,metadata-only,25,布置图、图纸,CAD文件; 头部指纹: 9d0863f61dde,dwg_only
2025,03-图纸资料,05.综合楼隔震支座布置图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.综合楼隔震支座布置图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.综合楼隔震支座布置图.dwg,639983,2025-02-19 17:37:44,directory,路线/总图,,metadata-only,25,布置图、图纸,CAD文件; 头部指纹: 62e508333c98,dwg_only
2025,03-图纸资料,05.综合楼隔震支座布置图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.综合楼隔震支座布置图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.综合楼隔震支座布置图_1.dwg,639983,2025-02-19 17:37:44,directory,路线/总图,,metadata-only,25,布置图、图纸,CAD文件; 头部指纹: 62e508333c98,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明.dwg,978011,2025-02-20 11:24:27,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_1.dwg,978011,2025-02-20 11:24:27,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_10.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_10.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_10.dwg,978011,2025-02-20 11:24:28,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_11.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_11.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_11.dwg,978011,2025-02-20 11:24:28,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_12.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_12.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_12.dwg,978011,2025-02-20 11:24:28,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_2.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_2.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_2.dwg,978011,2025-02-20 11:24:27,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_3.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_3.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_3.dwg,978011,2025-02-20 11:24:27,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_4.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_4.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_4.dwg,978011,2025-02-20 11:24:27,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_5.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_5.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_5.dwg,978011,2025-02-20 11:24:27,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_6.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_6.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_6.dwg,978011,2025-02-20 11:24:27,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_7.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_7.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_7.dwg,978011,2025-02-20 11:24:27,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_8.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_8.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_8.dwg,978011,2025-02-20 11:24:28,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.隔震设计施工图设计统一说明_9.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_9.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.隔震设计施工图设计统一说明_9.dwg,978011,2025-02-20 11:24:28,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 29363b4a3c5e,dwg_only
2025,03-图纸资料,05.食堂隔震支座施工图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.食堂隔震支座施工图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.食堂隔震支座施工图.dwg,619419,2025-03-05 18:21:42,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 3586d30b85b2,dwg_only
2025,03-图纸资料,05.食堂隔震支座施工图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\05.食堂隔震支座施工图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\05.食堂隔震支座施工图_1.dwg,619419,2025-03-05 18:21:42,directory,未判定,,metadata-only,25,施工图、图纸,CAD文件; 头部指纹: 3586d30b85b2,dwg_only
2025,03-图纸资料,06.教辅教学楼柱配筋图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\06.教辅教学楼柱配筋图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\06.教辅教学楼柱配筋图.dwg,1823446,2025-03-06 11:11:29,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 0b16f4b14f8c,dwg_only
2025,03-图纸资料,06.教辅教学楼柱配筋图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\06.教辅教学楼柱配筋图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\06.教辅教学楼柱配筋图_1.dwg,1823446,2025-03-06 11:11:30,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 0b16f4b14f8c,dwg_only
2025,03-图纸资料,06.综合楼柱配筋图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\06.综合楼柱配筋图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\06.综合楼柱配筋图.dwg,1112884,2025-03-04 16:07:04,directory,房建结构,,metadata-only,25,图纸,CAD文件; 头部指纹: 8809e9be2008,dwg_only
2025,03-图纸资料,06.综合楼柱配筋图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\06.综合楼柱配筋图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\06.综合楼柱配筋图_1.dwg,1112884,2025-03-04 16:07:04,directory,房建结构,,metadata-only,25,图纸,CAD文件; 头部指纹: 8809e9be2008,dwg_only
2025,03-图纸资料,06.装配式混凝土结构施工图设计统一说明.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\06.装配式混凝土结构施工图设计统一说明.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\06.装配式混凝土结构施工图设计统一说明.dwg,4027046,2025-02-19 17:25:08,directory,未判定,,metadata-only,25,施工图、结构、图纸,CAD文件; 头部指纹: 9f8f33c3e8f3,dwg_only
2025,03-图纸资料,06.食堂柱结构施工图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\06.食堂柱结构施工图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\06.食堂柱结构施工图.dwg,851693,2025-03-05 18:28:31,directory,未判定,,metadata-only,25,施工图、结构、图纸,CAD文件; 头部指纹: a3274e6f9f60,dwg_only
2025,03-图纸资料,06.食堂柱结构施工图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\06.食堂柱结构施工图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\06.食堂柱结构施工图_1.dwg,851693,2025-03-05 18:28:32,directory,未判定,,metadata-only,25,施工图、结构、图纸,CAD文件; 头部指纹: a3274e6f9f60,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明.dwg,403267,2025-02-19 17:25:23,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_1.dwg,403267,2025-02-19 17:25:23,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_10.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_10.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_10.dwg,403267,2025-02-19 17:25:24,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_11.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_11.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_11.dwg,403267,2025-02-19 17:25:24,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_12.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_12.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_12.dwg,403267,2025-02-19 17:25:24,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_2.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_2.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_2.dwg,403267,2025-02-19 17:25:23,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_3.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_3.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_3.dwg,403267,2025-02-19 17:25:23,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_4.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_4.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_4.dwg,403267,2025-02-19 17:25:23,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_5.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_5.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_5.dwg,403267,2025-02-19 17:25:23,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_6.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_6.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_6.dwg,403267,2025-02-19 17:25:23,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_7.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_7.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_7.dwg,403267,2025-02-19 17:25:23,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_8.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_8.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_8.dwg,403267,2025-02-19 17:25:24,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.危险性较大的分部分项工程专项统一说明_9.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_9.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.危险性较大的分部分项工程专项统一说明_9.dwg,403267,2025-02-19 17:25:24,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: 990b59545204,dwg_only
2025,03-图纸资料,07.教辅教学楼节点详图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.教辅教学楼节点详图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.教辅教学楼节点详图.dwg,1104936,2025-03-06 11:16:21,directory,未判定,,metadata-only,25,节点、详图、图纸,CAD文件; 头部指纹: 55cb520417d3,dwg_only
2025,03-图纸资料,07.教辅教学楼节点详图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.教辅教学楼节点详图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.教辅教学楼节点详图_1.dwg,1104936,2025-03-06 11:16:22,directory,未判定,,metadata-only,25,节点、详图、图纸,CAD文件; 头部指纹: 55cb520417d3,dwg_only
2025,03-图纸资料,07.综合楼节点详图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.综合楼节点详图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.综合楼节点详图.dwg,760109,2025-02-19 17:44:55,directory,房建结构,,metadata-only,25,节点、详图、图纸,CAD文件; 头部指纹: 4ffa440a3d39,dwg_only
2025,03-图纸资料,07.综合楼节点详图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.综合楼节点详图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.综合楼节点详图_1.dwg,760109,2025-02-19 17:44:56,directory,房建结构,,metadata-only,25,节点、详图、图纸,CAD文件; 头部指纹: 4ffa440a3d39,dwg_only
2025,03-图纸资料,07.食堂节点详图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.食堂节点详图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.食堂节点详图.dwg,590217,2025-03-05 18:30:44,directory,未判定,,metadata-only,25,节点、详图、图纸,CAD文件; 头部指纹: c91be93ea9f8,dwg_only
2025,03-图纸资料,07.食堂节点详图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\07.食堂节点详图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\07.食堂节点详图_1.dwg,590217,2025-03-05 18:30:44,directory,未判定,,metadata-only,25,节点、详图、图纸,CAD文件; 头部指纹: c91be93ea9f8,dwg_only
2025,03-图纸资料,08.教辅教学楼楼梯图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.教辅教学楼楼梯图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.教辅教学楼楼梯图.dwg,774346,2025-03-06 11:19:31,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: f7893fadf659,dwg_only
2025,03-图纸资料,08.教辅教学楼楼梯图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.教辅教学楼楼梯图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.教辅教学楼楼梯图_1.dwg,774346,2025-03-06 11:19:32,directory,未判定,,metadata-only,25,图纸,CAD文件; 头部指纹: f7893fadf659,dwg_only
2025,03-图纸资料,08.综合楼楼梯图.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.综合楼楼梯图.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.综合楼楼梯图.dwg,780053,2025-02-19 17:45:15,directory,房建结构,,metadata-only,25,图纸,CAD文件; 头部指纹: 4ecb66b2c6ef,dwg_only
2025,03-图纸资料,08.综合楼楼梯图_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.综合楼楼梯图_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.综合楼楼梯图_1.dwg,780053,2025-02-19 17:45:16,directory,房建结构,,metadata-only,25,图纸,CAD文件; 头部指纹: 4ecb66b2c6ef,dwg_only
2025,03-图纸资料,08.钢结构设计统一说明.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明.dwg,545528,2025-02-19 17:25:44,directory,未判定,,metadata-only,25,结构、图纸,CAD文件; 头部指纹: 5f2a87d20f05,dwg_only
2025,03-图纸资料,08.钢结构设计统一说明_1.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_1.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_1.dwg,545528,2025-02-19 17:25:44,directory,未判定,,metadata-only,25,结构、图纸,CAD文件; 头部指纹: 5f2a87d20f05,dwg_only
2025,03-图纸资料,08.钢结构设计统一说明_10.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_10.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_10.dwg,545528,2025-02-19 17:25:44,directory,未判定,,metadata-only,25,结构、图纸,CAD文件; 头部指纹: 5f2a87d20f05,dwg_only
2025,03-图纸资料,08.钢结构设计统一说明_11.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_11.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_11.dwg,545528,2025-02-19 17:25:44,directory,未判定,,metadata-only,25,结构、图纸,CAD文件; 头部指纹: 5f2a87d20f05,dwg_only
2025,03-图纸资料,08.钢结构设计统一说明_12.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_12.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_12.dwg,545528,2025-02-19 17:25:44,directory,未判定,,metadata-only,25,结构、图纸,CAD文件; 头部指纹: 5f2a87d20f05,dwg_only
2025,03-图纸资料,08.钢结构设计统一说明_2.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_2.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_2.dwg,545528,2025-02-19 17:25:44,directory,未判定,,metadata-only,25,结构、图纸,CAD文件; 头部指纹: 5f2a87d20f05,dwg_only
2025,03-图纸资料,08.钢结构设计统一说明_3.dwg,.dwg,2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_3.dwg,D:\高治国资料\2025\喀什体育运动学校\03-图纸资料\08.钢结构设计统一说明_3.dwg,545528,2025-02-19 17:25:44,directory,未判定,,metadata-only,25,结构、图纸,CAD文件; 头部指纹: 5f2a87d20f05,dwg_only
